
S0-T0, S0-T1, S0-T2, S0-T3, S0-T4, S0-T5, S0-T6, S0-T7, S0-T8, S0-T9, S0-T10, S0-T11, S0-T12, S0-T13, S0-T14, S0-T15, S0-T16, S0-T17, S0-T18, S0-T19, S0-T20, S0-T21, S0-T22, S0-T23, S0-T24, S0-T25, S0-T26, S0-T27, S0-T28, S0-T29, S1-T0, S1-T1, S1-T2, S1-T3, S1-T4, S1-T5, S1-T6, S1-T7, S1-T8, S1-T9, S1-T10, S1-T11, S1-T12, S1-T13, S1-T14, S1-T15, S1-T16, S1-T17, S1-T18, S1-T19, S1-T20, S1-T21, S1-T22, S1-T23, S1-T24, S1-T25, S1-T26, S1-T27, S1-T28, S1-T29, 
could (0.0023170731020866826), first (0.0022807304475222705), soni (0.002306619898257014), player (0.002252733184137849), right (0.0023489811462756383), bud (0.0022734258506821323), take (0.0022359189364780678), size (0.002196026136680399), earbud (0.002300655413472678), bose (0.0022480166708518903), say (0.00221692770468385), best (0.002277665473128889), need (0.002364427793573302), say (0.0022659508729914566), tip (0.00230100215260909), includ (0.002278238696289257), need (0.0022884687023760164), need (0.002229005697078614), quit (0.0022269026114202103), beat (0.002336426926871528), way (0.002281962287231448), hour (0.00230169301757835), bud (0.002288641156790709), feel (0.0022417105782298634), bose (0.002276411813880648), design (0.002326768024289632), speaker (0.002225960583925954), feel (0.002306695504688039), long (0.0022341062669844207), tri (0.002356494182727538), come (0.003113097894257809), made (0.002695200280388732), someth (0.0028415889193008207), stop (0.0029750794178968957), warranti (0.0030013455575847734), warranti (0.0028180131117023764), make (0.002957536197346989), day (0.0028967585227958484), think (0.002800222524673869), hook (0.0029647067601592265), found (0.0028091304778001445), way (0.0027483064507617416), stop (0.002934365304371239), volum (0.0029480668474100207), outsid (0.0028067390059495195), got (0.0030630875914420094), earpiec (0.002524615743895851), hear (0.0028174052107173032), want (0.002863862355367799), happen (0.002771454810942674), headset (0.0029350742172578647), cancel (0.0029903050066666876), new (0.0027952615749219766), went (0.0028234020209226256), hope (0.002744335746378702), design (0.0027886199429212714), ago (0.002856316539922295), plug (0.002941169514736687), amazon (0.0029105217758679794), want (0.003079076013062014), 

devic (0.002288274677783253), soni (0.0022807304475222705), speaker (0.0022306817914541015), two (0.002232438289663639), batteri (0.0023391937244208946), speaker (0.002254240821588662), includ (0.002226363726935353), control (0.002196026136680399), long (0.0022828208746854986), control (0.0022296655135985474), bose (0.00221692770468385), feel (0.0022393853795188755), thing (0.002345359826719462), year (0.002255262424968081), player (0.002292573572983646), seem (0.002250790036184329), power (0.0022798329710944855), wear (0.0022105077237134464), includ (0.0022082674423362166), devic (0.0022491744653645495), nice (0.0022726860173902645), long (0.0022846434390325176), clear (0.002269245891919975), right (0.002231835200793823), player (0.0022673061662572204), year (0.002326768024289632), ipod (0.002186387949546277), design (0.002297990993017803), year (0.0022134200968783094), year (0.002347289126963054), hiss (0.002776546337411975), size (0.0026912941873648453), batteri (0.002837982837415817), buy (0.002971255403447138), ship (0.002663165343439224), say (0.0028144369483929024), wast (0.002736411789017861), purchas (0.0028967585227958484), bose (0.002800222524673869), notebook (0.0029647067601592265), feel (0.00280096438896048), day (0.00274549344230343), support (0.0026238901231665644), back (0.0029480668474100207), hold (0.0028038952958688106), purchas (0.003041208372034547), way (0.0025220604622165216), find (0.0028132801604453155), buy (0.002856528511520706), order (0.002771454810942674), could (0.0029290658708475657), fit (0.002972843346099786), seem (0.0027916961857123957), bose (0.0028234020209226256), room (0.002744335746378702), music (0.002774208451728537), didnt (0.002851467097835089), say (0.002941169514736687), want (0.002885772398948393), end (0.003075153618239776), 

bose (0.0022564764176148827), wire (0.002249199610374528), includ (0.0022306817914541015), tip (0.002232438289663639), ipod (0.0023098314588566636), thing (0.002235055792495192), design (0.002207253307849923), cancel (0.002186044199237181), size (0.0022649863358983197), two (0.0022113143563452045), soni (0.0021876290993534664), way (0.002229815356116372), rang (0.002316757876438702), connect (0.0022338855289213305), need (0.0022841449933582022), earbud (0.0022050422693427833), feel (0.002262561508531424), play (0.0021920097503482787), connect (0.002189632273252223), product (0.00223947974741933), ipod (0.002244857207866714), play (0.0022334947033950214), end (0.002259548259484608), ipod (0.002221959823357783), bluetooth (0.002221777928140083), could (0.002326768024289632), clear (0.0021764947909513575), clear (0.002237059411326155), includ (0.002203077011825254), long (0.0023104689039051183), apart (0.0027645266389531953), wireless (0.0026912941873648453), wireless (0.002837982837415817), happen (0.002642390160767992), complet (0.0026593223864602973), look (0.0028072846217739537), charger (0.002736411789017861), phone (0.002806339366108398), see (0.0027961465034210373), car (0.0029580519675945676), actual (0.00280096438896048), fit (0.0027426804338451186), wrong (0.0026238901231665644), look (0.0029437314486117725), bud (0.002798207875707393), bass (0.0029974499332196215), point (0.0025195051805371924), someth (0.0028132801604453155), charg (0.0028528615895971597), long (0.0027686468498292964), buy (0.0029200533512321173), week (0.002968477930958061), last (0.0027881307965028153), batteri (0.002820211732548376), item (0.002740861899264492), littl (0.002774208451728537), cost (0.002851467097835089), headset (0.0029336377009578298), wear (0.002880822523564476), cancel (0.00304769685448411), 

thing (0.002250236759015806), bose (0.002249199610374528), could (0.0021927127380526453), say (0.002201995947952324), say (0.002202169818454483), year (0.002225463277948457), two (0.002207253307849923), way (0.002146116449464307), year (0.00225606906650473), long (0.002192963199091862), way (0.002138798090469494), long (0.002220245332713869), seem (0.0022595539758771817), best (0.002223197080897955), small (0.002233573515605537), small (0.0022050422693427833), say (0.0021848399269976484), clear (0.002164262790300527), play (0.002189632273252223), need (0.00223947974741933), power (0.002226304668184347), devic (0.0022249699141221055), ipod (0.0022304553621785073), quit (0.0022120844459217427), wear (0.0021944609852698003), bose (0.002326768024289632), say (0.0021666016323564382), includ (0.002237059411326155), wire (0.002172047756666087), rate (0.0023104689039051183), pay (0.0027605200728002687), star (0.0026912941873648453), receiv (0.002837982837415817), experi (0.002634742131868477), said (0.002651636472502444), hear (0.0028037084584644797), microphon (0.0027336477339137467), surround (0.0026522919139742233), properli (0.002792070482168206), long (0.002954724571312238), put (0.002796881344540648), soni (0.002714550349262005), neckband (0.0026238901231665644), first (0.0029393960498135243), new (0.002798207875707393), bad (0.0027849089446899834), wireless (0.002516949898857863), music (0.002792654909085377), around (0.0028455277457500668), cabl (0.0027686468498292964), earbud (0.0029050324852063695), even (0.0029597471006746106), cord (0.002781000018083654), car (0.002820211732548376), sennheis (0.002740861899264492), loos (0.002496787246268404), give (0.0028417682136606765), seem (0.0029336377009578298), fit (0.002865972897412724), make (0.003039852064839634), 

end (0.0022274380064422577), ipod (0.0022386893313252804), year (0.0021832204747022814), thing (0.002191848500715219), end (0.002202169818454483), take (0.0022062782488549864), power (0.0021785876792217774), batteri (0.0021361345120210888), hour (0.0022293172583239614), earbud (0.002192963199091862), year (0.0021094994851391102), end (0.002220245332713869), small (0.002240486009023342), hour (0.0022125086328745797), connect (0.0021745734582274277), thing (0.0021775936092378557), way (0.0021848399269976484), could (0.002145764816935359), could (0.002189632273252223), bose (0.00222978502947411), year (0.002189199588819613), design (0.002216445124849189), rang (0.0021722695675663057), clear (0.0022120844459217427), quit (0.002176249690022945), control (0.002308228039286238), cancel (0.0021468153151665997), could (0.0022283548996559197), say (0.002130675416453864), includ (0.0022828537366116662), ive (0.002756513506647342), cant (0.0026912941873648453), give (0.0028343767555308137), player (0.002627094102968962), howev (0.0026439505585445903), think (0.0028037084584644797), look (0.00272259151349729), car (0.0026455941986640416), differ (0.0027879944609153747), frequenc (0.002954724571312238), receiv (0.0027887152557009836), poor (0.0025063877233469645), anyth (0.0026125312750737107), week (0.0029393960498135243), also (0.0027896767454652664), case (0.00276928093082751), found (0.002516949898857863), buy (0.0027761547079974266), well (0.0028418608238265203), place (0.0027686468498292964), bluetooth (0.002890011619180622), bought (0.0029597471006746106), turn (0.002773869239664493), bass (0.0028138311557998766), end (0.0027373880521502822), extrem (0.0024931843734702203), fine (0.0028417682136606765), receiv (0.0029185740734001164), return (0.002865972897412724), day (0.003035929670017396), 

includ (0.0022247981508811097), year (0.002186137936079043), player (0.0021642359480015536), quit (0.0021817010534781137), thing (0.0021532327091807646), say (0.0021870932197615165), wear (0.002159477260136347), end (0.0021061886996914334), rang (0.002193648180749603), need (0.002192963199091862), frequenc (0.0021094994851391102), without (0.0021436851454938424), soni (0.002211884058742582), bluetooth (0.0022018201848512044), long (0.0021661448786019838), tip (0.002159294502501237), frequenc (0.0021762041957161175), give (0.002145764816935359), trebl (0.002152361935084236), case (0.00222009031152889), cancel (0.002189199588819613), seem (0.0022079203355762733), take (0.002152874302695572), connect (0.002152832181305501), tip (0.002176249690022945), seem (0.0022989580467845413), end (0.00213692215657168), need (0.0022283548996559197), clear (0.002099646161294697), give (0.002273648680847182), star (0.002756513506647342), comment (0.0026912941873648453), hear (0.0028307706736458104), feel (0.002627094102968962), brand (0.002636264644586737), still (0.0028037084584644797), noth (0.00272259151349729), klipsch (0.0026455941986640416), lot (0.002783918439662543), bud (0.0029447423824652498), got (0.002776466122441487), technica (0.0025063877233469645), old (0.002608744992376093), realli (0.0029307252522170276), tri (0.0027868330353845575), cheap (0.00276928093082751), side (0.002516949898857863), big (0.002446150686238413), month (0.0028381939019029743), complet (0.0027686468498292964), enough (0.0026737111484098574), look (0.002955381685532885), also (0.0027631730720357513), old (0.002810640867425627), high (0.0027373880521502822), custom (0.0024931843734702203), plug (0.002836918771573471), better (0.002914808166510688), nois (0.0028610230220288066), took (0.0027182156894161175), 

test (0.0022166385973284713), say (0.002112565982734311), provid (0.0021547436846511892), small (0.002120816370055484), rang (0.002143445287326021), end (0.0021487231615745757), give (0.002159477260136347), two (0.0020862248248049967), devic (0.0021668963725688345), devic (0.0021837876204651905), lot (0.002089967081585521), quit (0.0021245450986888356), player (0.0022023500753156617), way (0.0021697548407810783), includ (0.0021577162989765393), first (0.0021409953957646187), small (0.002158932733153056), seem (0.002145764816935359), way (0.002152361935084236), plug (0.0022103955935836705), design (0.0021799233189784295), ipod (0.002190870757030441), star (0.002143176670260205), pretti (0.0021133306715613396), say (0.0021489327471526623), way (0.0022804180617811477), quit (0.0021171358393818414), still (0.002158718806294036), speaker (0.0020789599911885857), control (0.0022552385693182142), could (0.002748500374341489), enough (0.0026834820013170724), case (0.0028307706736458104), receiv (0.002627094102968962), seller (0.002636264644586737), last (0.0027965561318455314), compani (0.002719827458393176), money (0.00263889648335386), make (0.002779842418409712), turn (0.0029414149861829203), year (0.0027723830780216545), featur (0.0025035747148886528), break (0.002608744992376093), price (0.0029263898534187794), bought (0.002769770774900305), amazon (0.0027661553280550156), connect (0.002514394617178533), servic (0.002446150686238413), soni (0.002816192370361696), point (0.0027658388887159186), technolog (0.002664698628794409), year (0.0029335546098242585), bass (0.0027524769044070096), bit (0.0028010700023028776), expect (0.0027339142050360724), money (0.0024895815006720366), play (0.002836918771573471), well (0.002914808166510688), design (0.0028610230220288066), comparison (0.0027182156894161175), 
